"NUTS_ID","year","natura2000","area","pop","GDPcap","tour","unemp","propFV_TOT","ALP","ATL","BLK","BOR","CON","MED","PAN","STE","CF","EFT"
"DE12",2009,22.0527072445736,6919,396.1,32370.9531154689,8089713,5.6,0.299714368845412,0,0,0,0,100,0,0,0,52.0241441291148,5997.48335790815
"DE12",2010,22.1059936239677,6919.1,396.3,33800,8506481,5.3,0.299714368845412,0,0,0,0,100,0,0,0,52.0774305085089,5915.52574241097
"DE12",2011,22.0846288816,6919.1,397.2,35300,8943279,4.2,0.299714368845412,0,0,0,0,100,0,0,0,52.0560657661412,5757.25536923948
"DE12",2012,22.089325740143,6919,398.8,36100,9262754,4,0.299714368845412,0,0,0,0,100,0,0,0,52.0607626246842,5752.24857319024
"DE12",2013,22.1286529511072,6919,400.9,36827.9254729102,9294919,3.6,0.299714368845412,0,0,0,0,100,0,0,0,52.1000898356484,5743.13148966452
"DE13",2009,34.1798550921419,9357.1,234.7,27922.8030011966,12263764,4.4,0.317709016502743,0,0,0,0,100,0,0,0,65.9507567424162,7602.98074337239
"DE13",2010,34.1874418161352,9357,234.9,29000,12303329,4,0.317709016502743,0,0,0,0,100,0,0,0,65.9583434664095,7492.27208202177
"DE13",2011,34.2316647898067,9357,235.5,31000,12921613,3,0.317709016502743,0,0,0,0,100,0,0,0,66.002566440081,7299.69936122028
"DE13",2012,34.2369950411563,9357,236.5,31500,13402753,2.8,0.317709016502743,0,0,0,0,100,0,0,0,66.0078966914306,7293.2821268842
"DE13",2013,34.2350775652774,9357,237.7,32033.315494356,13422190,2.9,0.317709016502743,0,0,0,0,100,0,0,0,66.0059792155517,7276.01466590175
"DE14",2009,20.4405761657521,8917.8,202.7,30749.3475177586,5747575,5,0.313279128706236,0,0,0,0,100,0,0,0,51.7684890363757,5968.01075072288
"DE14",2010,20.4933576545985,8917.7,202.7,32100,5929135,4.6,0.313279128706236,0,0,0,0,100,0,0,0,51.8212705252221,5886.42828194658
"DE14",2011,20.5006847835973,8917.7,202.9,34400,6303142,3.1,0.313279128706236,0,0,0,0,100,0,0,0,51.8285976542209,5732.09803186851
"DE14",2012,20.5093106930406,8917.7,203.5,35300,6617212,2.7,0.313279128706236,0,0,0,0,100,0,0,0,51.8372235636642,5727.5495065616
"DE14",2013,20.5130870537285,8917.7,204.4,36012.4031562419,6536321,2.9,0.313279128706236,0,0,0,0,100,0,0,0,51.8409999243521,5714.57131955898
"DE21",2009,20.4081891081395,17530.5,247.6,40467.104296312,27054563,4.2,0.2514192787072,18,0,0,0,82,0,0,0,45.5501169788595,5251.1400832175
"DE21",2010,20.407207846167,17529.8,249,41900,28861675,3.6,0.2514192787072,18,0,0,0,82,0,0,0,45.549135716887,5173.97041764169
"DE21",2011,20.4752614735262,17529.8,251.4,44700,30157451,2.7,0.2514192787072,18,0,0,0,82,0,0,0,45.6171893442462,5045.13363460128
"DE21",2012,20.4751605078994,17529.8,254.2,45400,31806034,2.7,0.2514192787072,18,0,0,0,82,0,0,0,45.6170883786194,5040.28020931432
"DE21",2013,20.4753292665207,17529.8,257.2,46199.7223912283,32392072,2.5,0.2514192787072,18,0,0,0,82,0,0,0,45.6172571372407,5028.51159687929
"DE22",2009,8.01031301902779,10329.9,115.3,28597.9451461412,9647343,5,0.174299941651915,0,0,0,0,100,0,0,0,25.4403071842193,2932.8270846466
"DE22",2010,7.97711857381027,10329,115.1,29800,9591976,3.9,0.174299941651915,0,0,0,0,100,0,0,0,25.4071127390018,2886.01853010674
"DE22",2011,8.07826537138345,10329,115.3,31800,9882658,2.8,0.174299941651915,0,0,0,0,100,0,0,0,25.508259536575,2821.14220534163
"DE22",2012,8.07698626619971,10328.9,115.7,32000,10022349,3.3,0.174299941651915,0,0,0,0,100,0,0,0,25.5069804313912,2818.2931712048
"DE22",2013,8.07709219495452,10329.1,116.3,32654.0050434369,9797057,3.2,0.174299941651915,0,0,0,0,100,0,0,0,25.507086360146,2811.71397874086
"DE23",2009,9.23293784601606,9690.6,111.7,30084.8418059494,4025104,5,0.22400029461181,0,0,0,0,100,0,0,0,31.6329673071971,3646.73361113485
"DE23",2010,9.22459761040967,9690.1,111.6,31300,4101906,4,0.22400029461181,0,0,0,0,100,0,0,0,31.6246270715907,3592.27200169899
"DE23",2011,9.21015417548252,9690.2,111.6,33300,4317694,3.4,0.22400029461181,0,0,0,0,100,0,0,0,31.6101836366635,3495.99795502021
"DE23",2012,9.20979895289271,9690.2,111.7,34000,4359766,3.2,0.22400029461181,0,0,0,0,100,0,0,0,31.6098284140737,3492.60328175507
"DE23",2013,9.20979257376396,9690.2,112,34744.2681358056,4337676,3.4,0.22400029461181,0,0,0,0,100,0,0,0,31.609822034945,3484.43476554947
"DE24",2009,10.3812932696534,7231.5,149.3,26917.74382049,3471386,6.7,0.282424687755608,0,0,0,0,100,0,0,0,38.6237620452142,4452.65124421986
"DE24",2010,10.3800304032727,7231.5,148.5,28200,3578889,6,0.282424687755608,0,0,0,0,100,0,0,0,38.6224991788335,4387.16706830046
"DE24",2011,10.4711567747638,7231.5,147.9,29900,3743489,4.2,0.282424687755608,0,0,0,0,100,0,0,0,38.7136255503246,4281.61877548771
"DE24",2012,10.4716119138839,7231.5,147.4,30700,3900867,3.3,0.282424687755608,0,0,0,0,100,0,0,0,38.7140806894447,4277.55960882989
"DE24",2013,10.4716116327764,7231.5,147,31242.0574065678,3737408,3.9,0.282424687755608,0,0,0,0,100,0,0,0,38.7140804083372,4267.55606349059
"DE25",2009,13.7548293547086,7244.6,236.2,31260.6001155747,5478330,6.4,0.257632219427416,0,0,0,0,100,0,0,0,39.5180512974502,4555.74731619234
"DE25",2010,13.753294546467,7244.9,236.1,32700,5953302,5.6,0.257632219427416,0,0,0,0,100,0,0,0,39.5165164892086,4488.71935999467
"DE25",2011,13.7630200444477,7244.9,236.8,34700,6273152,4,0.257632219427416,0,0,0,0,100,0,0,0,39.5262419871893,4371.49188202036
"DE25",2012,13.7630201133386,7244.9,238,35500,6551793,3.7,0.257632219427416,0,0,0,0,100,0,0,0,39.5262420560802,4367.29617485196
"DE25",2013,13.7630366535085,7244.9,239.2,36361.2485960144,6523274,3.1,0.257632219427416,0,0,0,0,100,0,0,0,39.5262585962501,4357.08462555133
"DE26",2009,25.383767670205,8531.6,155.3,29052.4070542247,4164443,5.7,0.270641993786609,0,0,0,0,100,0,0,0,52.4479670488659,6046.34280481416
"DE26",2010,25.3831590970119,8531.4,154.7,30300,4294212,5.2,0.270641993786609,0,0,0,0,100,0,0,0,52.4473584756728,5957.54621829137
"DE26",2011,25.4122147144964,8531.4,154.3,32400,4572116,3.5,0.270641993786609,0,0,0,0,100,0,0,0,52.4764140931573,5803.74471927097
"DE26",2012,25.4122447369034,8531.4,154,33100,4749856,3.4,0.270641993786609,0,0,0,0,100,0,0,0,52.4764441155643,5798.17765955523
"DE26",2013,25.4122193193836,8531.4,153.9,33756.8088248987,4762502,3.3,0.270641993786609,0,0,0,0,100,0,0,0,52.4764186980445,5784.6152212073
"DE27",2009,16.1723918739675,9992.9,178.7,29013.7875398171,11137170,4.7,0.254418971078054,10,0,0,0,90,0,0,0,41.6142889817729,4797.4072384535
"DE27",2010,16.1744770640991,9993.4,178.6,30100,11236362,4.3,0.254418971078054,10,0,0,0,90,0,0,0,41.6163741719045,4727.2442268342
"DE27",2011,16.2054963593664,9993.4,178.8,32000,11850602,3.4,0.254418971078054,10,0,0,0,90,0,0,0,41.6473934671718,4606.08530677054
"DE27",2012,16.2054972803025,9993.5,179.5,33100,12346389,3.2,0.254418971078054,10,0,0,0,90,0,0,0,41.6473943881079,4601.66453329088
"DE27",2013,16.2055266762422,9993.4,180.6,33701.6900942951,12363739,3.3,0.254418971078054,10,0,0,0,90,0,0,0,41.6474237840476,4590.90630653593
"DE30",2009,9.58697451266866,891,3857.6,27616.9633086445,18814154,13.7,0.0798867389648716,0,0,0,0,100,0,0,0,17.5756484091558,2026.16805337054
"DE30",2010,9.59009788193957,891.5,3871.6,28800,20688935,13.2,0.0798867389648716,0,0,0,0,100,0,0,0,17.5787717784267,1996.78970256146
"DE30",2011,9.73857329951466,887.7,3921.7,29900,22239852,11.6,0.0798867389648716,0,0,0,0,100,0,0,0,17.7272471960018,1960.58398956842
"DE30",2012,9.73835440224141,891.8,3951.5,30100,24764564,10.4,0.0798867389648716,0,0,0,0,100,0,0,0,17.7270282987286,1958.6780542073
"DE30",2013,9.73831311341681,891.7,4001.1,30000,26806789,10.4,0.0798867389648716,0,0,0,0,100,0,0,0,17.726987009904,1954.09293217366
"DE40",2009,33.0668174769601,29479.7,85.4,20278.023415296,8479006,11.3,0.0847036069413422,0,0,0,0,100,0,0,0,41.5371781710943,4788.51769665514
"DE40",2010,33.0656498423078,29482,85,21500,8904366,10,0.0847036069413422,0,0,0,0,100,0,0,0,41.536010536442,4718.11564369003
"DE40",2011,33.1115508951627,29483.1,84.8,22300,9283731,8.8,0.0847036069413422,0,0,0,0,100,0,0,0,41.5819115892969,4598.84319410923
"DE40",2012,33.1123562031562,29484,84.6,23000,9650492,8.2,0.0847036069413422,0,0,0,0,100,0,0,0,41.5827168972904,4594.51824911225
"DE40",2013,33.0899638007667,29485.6,84.5,23100,9713625,7.3,0.0847036069413422,0,0,0,0,100,0,0,0,41.5603244949009,4581.30512020777
"DE50",2009,33.65306232337,404.3,1637,38079.4489651334,1639093,9.1,0.0807555951673599,0,98,0,0,0,0,0,0,41.728621840106,4810.58783808841
"DE50",2010,33.6409249012837,404.3,1635.5,39200,1812720,8.1,0.0807555951673599,0,98,0,0,0,0,0,0,41.7164844180197,4738.61584659714
"DE50",2011,33.8819885028742,419.2,1576.7,40800,1930606,7.7,0.0807555951673599,0,98,0,0,0,0,0,0,41.9575480196102,4640.38753334183
"DE50",2012,33.863279909231,419.2,1580.1,42000,1916281,6.6,0.0807555951673599,0,98,0,0,0,0,0,0,41.938839425967,4633.8666029239
"DE50",2013,33.8759347291473,419.2,1585.6,42200,2028776,7,0.0807555951673599,0,98,0,0,0,0,0,0,41.9514942458833,4624.42480237642
"DE60",2009,11.3344110788621,755.2,2348.1,49197.5590515297,8190145,7.2,0.11461221527011,0,100,0,0,0,0,0,0,22.7956326058731,2627.94188112746
"DE60",2010,11.3810224653149,755.2,2357.6,50600,8946635,7.1,0.11461221527011,0,100,0,0,0,0,0,0,22.8422439923259,2594.67260637904
"DE60",2011,10.8976527248468,755.2,2373.9,51100,9530300,5.3,0.11461221527011,0,100,0,0,0,0,0,0,22.3588742518578,2472.82899585519
"DE60",2012,10.8976183794158,755.3,2392.1,52100,10634012,5.3,0.11461221527011,0,100,0,0,0,0,0,0,22.3588399064268,2470.45180411843
"DE60",2013,10.8976134976966,755.3,2411,51900,11603135,4.7,0.11461221527011,0,100,0,0,0,0,0,0,22.3588350247076,2464.67385963604
"DE71",2009,17.1415876193451,7444.8,508.9,38712.6400838211,13416526,6.3,0.297316027900589,0,0,0,0,100,0,0,0,46.873190409404,5403.66754933569
"DE71",2010,17.1462122140135,7444.9,510.3,40300,14583102,5.8,0.297316027900589,0,0,0,0,100,0,0,0,46.8778150040724,5324.89638403455
"DE71",2011,17.1396198734449,7444.9,513.2,41500,15052003,4.7,0.297316027900589,0,0,0,0,100,0,0,0,46.8712226635038,5183.82621450034
"DE71",2012,17.1853890530399,7444.9,517.1,41700,15754679,4.8,0.297316027900589,0,0,0,0,100,0,0,0,46.9169918430988,5183.90791417032
"DE71",2013,17.1853889844282,7444.9,521,42644.956033136,16396495,4.3,0.297316027900589,0,0,0,0,100,0,0,0,46.9169917744871,5171.7848032581
"DE72",2009,29.9994324427951,5381.1,194.5,25425.8356987943,1921855,6.7,0.319872033171331,0,0,0,0,100,0,0,0,61.9866357599282,7145.9862071009
"DE72",2010,30.0004575840962,5381.2,193.8,26700,1943963,6.1,0.319872033171331,0,0,0,0,100,0,0,0,61.9876609012293,7041.23840582248
"DE72",2011,30.111694171439,5381.2,193.3,28000,2007850,5.1,0.319872033171331,0,0,0,0,100,0,0,0,62.0988974885721,6867.96448652243
"DE72",2012,30.0793500418133,5381.2,193,28200,2038461,5,0.319872033171331,0,0,0,0,100,0,0,0,62.0665533589464,6857.79894496889
"DE72",2013,30.0793498599545,5381.2,192.7,28814.6794245896,2062726,4.5,0.319872033171331,0,0,0,0,100,0,0,0,62.0665531770876,6841.76125474493
"DE73",2009,27.7037626552585,8288.8,148.2,27093.4085001803,6162933,6.6,0.338571444629627,0,0,0,0,100,0,0,0,61.5609071182212,7096.90706343857
"DE73",2010,27.7062509516079,8288.8,147.5,28300,6153113,6,0.338571444629627,0,0,0,0,100,0,0,0,61.5633954145706,6993.04567850395
"DE73",2011,27.870508151946,8288.8,147,29400,6391578,4.4,0.338571444629627,0,0,0,0,100,0,0,0,61.7276526149087,6826.90584118025
"DE73",2012,27.8771755379994,8288.7,146.6,29800,6550343,4.5,0.338571444629627,0,0,0,0,100,0,0,0,61.7343200009621,6821.09013082399
"DE73",2013,27.8771734882151,8288.9,146.3,30435.9632649176,6352662,4.3,0.338571444629627,0,0,0,0,100,0,0,0,61.7343179511778,6805.13808204182
"DE80",2009,37.3017609226455,23182.4,71.5,19436.7510707608,25337840,13.9,0.132134920518861,0,0,0,0,100,0,0,0,50.5152529745316,5823.53432443538
"DE80",2010,37.3019357967145,23189,71,20600,24666829,12.4,0.132134920518861,0,0,0,0,100,0,0,0,50.5154278486006,5738.09634825351
"DE80",2011,37.1440441789328,23190.8,70.7,21600,24674139,10.1,0.132134920518861,0,0,0,0,100,0,0,0,50.3575362308189,5569.40275027712
"DE80",2012,37.1425148351369,23194.2,70.3,22300,24814396,10.8,0.132134920518861,0,0,0,0,100,0,0,0,50.356006887023,5563.88831365478
"DE80",2013,37.1434392536925,23210.6,70,21900,24949973,10,0.132134920518861,0,0,0,0,100,0,0,0,50.3569313055786,5550.97848806506
"DE91",2009,14.9765084132989,8099.6,200,28953.6751961728,5280218,8.5,0.202298546524298,0,51,0,0,49,0,0,0,35.2063630657287,4058.68429195382
"DE91",2010,14.9766119079046,8099.8,199.1,30200,5345908,7.2,0.202298546524298,0,51,0,0,49,0,0,0,35.2064665603344,3999.13661644579
"DE91",2011,15.0151150698945,8099.9,198.5,33100,5505710,6.2,0.202298546524298,0,51,0,0,49,0,0,0,35.2449697223243,3897.99513632311
"DE91",2012,15.0147804730647,8100,198.2,33500,5641174,5.5,0.202298546524298,0,51,0,0,49,0,0,0,35.2446351254945,3894.21690909135
"DE91",2013,15.0148010769482,8100,198.1,34049.9429986642,5659089,6.2,0.202298546524298,0,51,0,0,49,0,0,0,35.244655729378,3885.11215240319
"DE92",2009,10.5743283108819,9047.2,237.2,28543.082586576,4736334,7.9,0.174038731997209,0,71,0,0,29,0,0,0,27.9782015106028,3225.40237332101
"DE92",2010,10.572856715283,9047.5,236.6,29600,5004150,7.1,0.174038731997209,0,71,0,0,29,0,0,0,27.9767299150039,3177.90383251809
"DE92",2011,10.5383324047843,9047.7,236.3,31300,5427328,6.7,0.174038731997209,0,71,0,0,29,0,0,0,27.9422056045052,3090.32983721113
"DE92",2012,10.5370688940288,9047.9,236.3,31900,5482783,5.4,0.174038731997209,0,71,0,0,29,0,0,0,27.9409420937497,3087.2241624858
"DE92",2013,10.5366426484282,9047.9,236.5,32324.9215055381,5498370,5.4,0.174038731997209,0,71,0,0,29,0,0,0,27.9405158481491,3079.9573841652
"DE93",2009,17.4605452717333,15508,109.3,20402.2686310199,8344467,5.4,0.12404167794265,0,92,0,0,8,0,0,0,29.8647130659983,3442.88450296269
"DE93",2010,17.4587426339649,15509.1,109.2,20900,8228542,5.8,0.12404167794265,0,92,0,0,8,0,0,0,29.8629104282299,3392.15690283804
"DE93",2011,17.6952961574108,15494.4,109.1,22000,8373407,5.3,0.12404167794265,0,92,0,0,8,0,0,0,30.0994639516758,3328.91658054821
"DE93",2012,17.6931704235098,15494.7,109.1,22800,8404146,4.4,0.12404167794265,0,92,0,0,8,0,0,0,30.0973382177748,3325.4866446757
"DE93",2013,17.6927559147859,15494.8,109.1,22783.0736020319,8288544,4.3,0.12404167794265,0,92,0,0,8,0,0,0,30.0969237090509,3317.66395875217
"DE94",2009,10.6679625935754,14986.3,165.3,25964.5525915854,14222197,5.9,0.158687121960635,0,93,0,0,7,0,0,0,26.5366747896389,3059.21929306688
"DE94",2010,10.6689708250834,14978.6,165.4,26700,14587633,6,0.158687121960635,0,93,0,0,7,0,0,0,26.5376830211469,3014.44110284757
"DE94",2011,10.7395742995606,14970.9,165.6,28100,14723216,4.2,0.158687121960635,0,93,0,0,7,0,0,0,26.6082864956241,2942.80211227245
"DE94",2012,10.7395594806572,14971,165.8,29200,14800312,4.3,0.158687121960635,0,93,0,0,7,0,0,0,26.6082716767207,2939.97600248184
"DE94",2013,10.7392574957981,14971.1,166.1,29553.065138336,14695354,4,0.158687121960635,0,93,0,0,7,0,0,0,26.6079696918616,2933.06727676332
"DEA1",2009,10.0257035391805,5290.4,979.5,32446.7994571672,8617042,7.7,0.0798990310733067,0,86,0,0,14,0,0,0,18.0156066465112,2076.88762311809
"DEA1",2010,10.0313359666746,5290.9,976.6,33500,9500151,7.7,0.0798990310733067,0,86,0,0,14,0,0,0,18.0212390740053,2047.04999097455
"DEA1",2011,10.0300345751679,5291,975.2,35000,9837137,6.7,0.0798990310733067,0,86,0,0,14,0,0,0,18.0199376824986,1992.95473926124
"DEA1",2012,10.0300352686112,5291.1,975.1,35700,10248435,6.5,0.0798990310733067,0,86,0,0,14,0,0,0,18.0199383759419,1991.04199758381
"DEA1",2013,10.0291459628639,5292.3,975.8,36155.7690610353,10467100,6.3,0.0798990310733067,0,86,0,0,14,0,0,0,18.0190490701946,1986.28770996929
"DEA2",2009,6.98392697590157,7364.6,595.4,31200.1916848618,9736749,7.1,0.161972189095466,0,49,0,0,51,0,0,0,23.1811458854482,2672.3848896038
"DEA2",2010,6.98384618151455,7364.6,595.8,32200,10385073,7.1,0.161972189095466,0,49,0,0,51,0,0,0,23.1810650910612,2633.15962296318
"DEA2",2011,7.65096486016904,7364.4,597.5,33200,11072529,6,0.161972189095466,0,49,0,0,51,0,0,0,23.8481837697156,2637.54246568724
"DEA2",2012,7.65096864569081,7364.5,599.5,34000,11270042,5.4,0.161972189095466,0,49,0,0,51,0,0,0,23.8481875552374,2635.01139671635
"DEA2",2013,7.65004956714112,7364.3,601.6,34574.9316581065,11488838,5.8,0.161972189095466,0,49,0,0,51,0,0,0,23.8472684766877,2628.74783830485
"DEA3",2009,5.49088869214746,6908.2,376.6,26081.9089313298,3120496,7.3,0.0634601797954526,0,94,0,0,6,0,0,0,11.8369066716927,1364.59046008331
"DEA3",2010,5.49243450353714,6909.2,375.7,26900,3228526,6.7,0.0634601797954526,0,94,0,0,6,0,0,0,11.8384524830824,1344.74127717459
"DEA3",2011,5.51350464207756,6911.4,375.6,28200,3359744,5.3,0.0634601797954526,0,94,0,0,6,0,0,0,11.8595226216228,1311.63005281058
"DEA3",2012,5.51350480250186,6911.4,375.8,29000,3409179,4.9,0.0634601797954526,0,94,0,0,6,0,0,0,11.8595227820471,1310.37118095159
"DEA3",2013,5.51325169837818,6917.2,375.5,29263.3687330063,3385103,5.1,0.0634601797954526,0,94,0,0,6,0,0,0,11.8592696779234,1307.27884244651
"DEA4",2009,12.4566967189177,6520,313.9,28257.8673627937,3580448,7.7,0.220498529047479,0,34,0,0,66,0,0,0,34.5065496236656,3978.00791480868
"DEA4",2010,12.4579023908269,6520.6,313,29400,3600684,7.1,0.220498529047479,0,34,0,0,66,0,0,0,34.5077552955748,3919.76932752929
"DEA4",2011,12.4164795035045,6520.8,312.3,31000,3691428,5.5,0.220498529047479,0,34,0,0,66,0,0,0,34.4663324082524,3811.8800257946
"DEA4",2012,12.4164363836945,6523.2,311.7,32100,3679071,4.7,0.220498529047479,0,34,0,0,66,0,0,0,34.4662892884424,3808.21665659969
"DEA4",2013,12.4164750854739,6525.3,311.3,32539.9831042514,3712014,5,0.220498529047479,0,34,0,0,66,0,0,0,34.4663279902218,3799.31501535164
"DEA5",2009,15.1355941132802,8002.7,460.8,26110.7536122643,6947181,9.2,0.218800601104599,0,27,0,0,73,0,0,0,37.0156542237401,4267.26424634679
"DEA5",2010,15.134981463853,8002.8,458.2,27200,7213341,8.4,0.218800601104599,0,27,0,0,73,0,0,0,37.0150415743129,4204.57440298411
"DEA5",2011,15.1480336214316,8004.7,456.2,28900,7553060,7.1,0.218800601104599,0,27,0,0,73,0,0,0,37.0280937318915,4095.20366768273
"DEA5",2012,15.1495890349145,8007.5,454.6,29600,7670969,6.6,0.218800601104599,0,27,0,0,73,0,0,0,37.0296491453744,4091.44499088112
"DEA5",2013,15.1495890698523,8010.6,453.2,30143.8978477476,7640065,6.5,0.218800601104599,0,27,0,0,73,0,0,0,37.0296491803122,4081.8767286111
"DEB1",2009,27.5886687397648,8072.9,185.2,24762.0032729797,6984138,6.7,0.360317202173059,0,0,0,0,100,0,0,0,63.6203889570707,7334.32967290542
"DEB1",2010,28.2008162175089,8072.7,184.2,26100,7255544,5.2,0.360317202173059,0,0,0,0,100,0,0,0,64.2325364348148,7296.23599072183
"DEB1",2011,28.1936157864135,8073,183.4,27500,7953648,4.4,0.360317202173059,0,0,0,0,100,0,0,0,64.2253360037194,7103.14264258378
"DEB1",2012,28.1936104376922,8073.2,182.7,28300,7621238,4,0.360317202173059,0,0,0,0,100,0,0,0,64.2253306549981,7096.32452536753
"DEB1",2013,28.1936102507288,8073.2,182.3,28918.8929633741,7569188,3.8,0.360317202173059,0,0,0,0,100,0,0,0,64.2253304680347,7079.72901790851
"DEB2",2009,14.061967512978,4922.9,104.5,22988.6121644456,5642049,4.6,0.334032312330958,0,0,0,0,100,0,0,0,47.4651987460738,5471.91586377423
"DEB2",2010,14.498816186181,4923.3,104.3,24200,5652540,4.1,0.334032312330958,0,0,0,0,100,0,0,0,47.9020474192768,5441.23993553453
"DEB2",2011,14.6080456671316,4923.6,104.2,25900,5720336,4.1,0.334032312330958,0,0,0,0,100,0,0,0,48.0112769002274,5309.91302645973
"DEB2",2012,14.5817103352435,4923.5,104.2,26900,5571861,2.7,0.334032312330958,0,0,0,0,100,0,0,0,47.9849415683393,5301.90680572595
"DEB2",2013,14.5819088485864,4923.4,104.2,27479.3391988233,5490251,3,0.334032312330958,0,0,0,0,100,0,0,0,47.9851400816822,5289.52963245197
"DEB3",2009,28.531933127608,6851.4,293.5,27674.9099737989,4602288,5.8,0.230951275099394,0,0,0,0,100,0,0,0,51.6270606375474,5951.70650425218
"DEB3",2010,28.8371729069574,6851.3,293,28700,4742660,6.1,0.230951275099394,0,0,0,0,100,0,0,0,51.9323004168968,5899.04027481883
"DEB3",2011,28.9569657681661,6651.4,301.9,30200,4958995,5.2,0.230951275099394,0,0,0,0,100,0,0,0,52.0520932781055,5756.81602316643
"DEB3",2012,28.956700742769,6851.3,293.5,31100,4981097,4.3,0.230951275099394,0,0,0,0,100,0,0,0,52.0518282527084,5751.26140500715
"DEB3",2013,28.9566987976727,6851.3,294.1,31727.2927258811,5048790,4.4,0.230951275099394,0,0,0,0,100,0,0,0,52.0518263076121,5737.81127258731
"DEC0",2009,11.5490430185332,2568.7,399.6,26949.5132981932,1295308,8.4,0.265996009999834,0,0,0,0,100,0,0,0,38.1486440185166,4397.87835932455
"DEC0",2010,11.5509501438701,2568.7,397.1,28300,1422474,7,0.265996009999834,0,0,0,0,100,0,0,0,38.1505511438535,4333.55803416142
"DEC0",2011,11.594310881864,2568.8,395.3,30200,1513711,5.8,0.265996009999834,0,0,0,0,100,0,0,0,38.1939118818474,4224.13989643162
"DEC0",2012,11.5917739130454,2568.7,393.7,30800,1434628,6.2,0.265996009999834,0,0,0,0,100,0,0,0,38.1913749130288,4219.8052962728
"DEC0",2013,11.5930408110149,2568.7,392.3,30800,1727022,5.9,0.265996009999834,0,0,0,0,100,0,0,0,38.1926418109983,4210.07649987082
"DED2",2009,29.7581683143472,7931,206.1,20969.552481842,7157671,12,0.185521556015844,0,0,0,0,100,0,0,0,48.3103239159316,5569.34416800528
"DED2",2010,29.809059652736,7931.3,205.4,22200,7317826,10.4,0.185521556015844,0,0,0,0,100,0,0,0,48.3612152543204,5493.39725439157
"DED2",2011,29.9302730489565,7931.3,204.9,23100,7752670,8.6,0.185521556015844,0,0,0,0,100,0,0,0,48.4824286505409,5362.02109310474
"DED2",2012,29.930461581798,7931.3,204.7,23500,8068214,7.5,0.185521556015844,0,0,0,0,100,0,0,0,48.4826171833824,5356.89550935255
"DED2",2013,29.9224173632005,7931.4,204.6,23949.2738987257,7971059,7.2,0.185521556015844,0,0,0,0,100,0,0,0,48.4745729647849,5343.48112105576
"DED4",2009,11.7526403085078,21557.129182948,1026.91085564813,19904.1204412231,3702528,12.5,0.264566043839239,0,0,0,0,100,0,0,0,38.2092446924317,4404.86456811988
"DED4",2010,11.7961307198815,6520.1222532456,231.473110526036,21200,3783762,11.5,0.264566043839239,0,0,0,0,100,0,0,0,38.2527351038054,4345.16520908642
"DED4",2011,11.7719143951487,6523.8,232.8,22300,3945859,8.8,0.264566043839239,0,0,0,0,100,0,0,0,38.2285187790726,4227.96732253327
"DED4",2012,11.7729461543575,6523.8,230.9,22500,4101440,7.9,0.264566043839239,0,0,0,0,100,0,0,0,38.2295505382814,4224.02336137248
"DED4",2013,11.7729460784511,6523.9,229.1,23055.0727229939,3983019,7.4,0.264566043839239,0,0,0,0,100,0,0,0,38.229550462375,4214.14503868969
"DED5",2009,25.2582633197714,22195.6175512628,1020.85256236529,22173.1697328554,2744127,13.1,0.136398100907029,0,0,0,0,100,0,0,0,38.8980734104743,4484.27459671461
"DED5",2010,25.2572004257868,3963.3099459728,250.789381798299,23300,2962852,12.3,0.136398100907029,0,0,0,0,100,0,0,0,38.8970105164897,4418.34907687179
"DED5",2011,25.4739717652558,3964.7,251.9,24800,3022172,11.1,0.136398100907029,0,0,0,0,100,0,0,0,39.1137818559587,4325.87494439407
"DED5",2012,25.4739717620578,3964.7,253.5,25500,3396429,9.5,0.136398100907029,0,0,0,0,100,0,0,0,39.1137818527607,4321.72301194717
"DED5",2013,25.4739718877442,3964.8,255.4,25903.2883211066,3635055,9.2,0.136398100907029,0,0,0,0,100,0,0,0,39.1137819784471,4311.61623077644
"DEE0",2009,16.3503280033673,20447.1,115.9,19727.7109660178,5723755,13.7,0.100764149826824,0,12,0,0,88,0,0,0,26.4267429860497,3046.54605886826
"DEE0",2010,16.3539228835959,20448.9,114.7,21100,5855327,11.4,0.100764149826824,0,12,0,0,88,0,0,0,26.4303378662783,3002.24766279594
"DEE0",2011,16.4007952488874,20449.5,113.7,21600,6100215,10.4,0.100764149826824,0,12,0,0,88,0,0,0,26.4772102315698,2928.30544384583
"DEE0",2012,16.4006319332033,20450.3,112.7,22500,6352582,9.5,0.100764149826824,0,12,0,0,88,0,0,0,26.4770469158857,2925.47684024862
"DEE0",2013,16.4007219002202,20450.6,111.9,22800,6136379,9.1,0.100764149826824,0,12,0,0,88,0,0,0,26.4771368829026,2918.64522821438
"DEF0",2009,14.702201053565,15799,179.3,24145.3714143721,21016885,7.3,0.171648329895242,0,56,0,0,43,0,0,0,31.8670340430892,3673.71745443786
"DEF0",2010,14.8041101284484,15799.1,179.3,24900,21200965,6.8,0.171648329895242,0,56,0,0,43,0,0,0,31.9689431179726,3631.38319470543
"DEF0",2011,14.5792678186138,15799.3,179.5,25800,21336567,5.8,0.171648329895242,0,56,0,0,43,0,0,0,31.744100808138,3510.80881986674
"DEF0",2012,14.5797120896974,15799.6,179.7,26500,21163641,5,0.171648329895242,0,56,0,0,43,0,0,0,31.7445450792216,3507.48826817888
